"id","comment_text","toxic","severe_toxic","obscene","threat","insult","identity_hate"
"71623","Oh, i live. where do you comes from? Oh, i comes from. when is your birthday? E.L.I.Z.A.","1","0","0","0","0","0"
"33960","By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. hahahahahahahahahahahaha By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. dumb bot CarbonBot","1","1","0","1","1","0"
"68647","Please go on. hi,  Please go on. pleasego on E.L.I.Z.A.","1","0","0","0","0","0"
"65355","Please go on. Yeah...your definitly Jkablik, you fuckin' retard Oh, i fuckin retard. Yeah you! E.L.I.Z.A.","1","1","0","1","1","0"
"73619","_ _ _ Hi. I wanted to talk to someone. E.L.I.Z.A.","1","0","0","0","0","0"
"17345","_ christmas I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? christmas CarbonBot","1","1","0","0","0","0"
"53780","_ this is so stupid ya copy and when ya dont understand ya go please go on Does that question interest you? fuck you E.L.I.Z.A.","1","1","0","0","0","0"
"94257","Would you prefer if I were not a software? oh so you are trying to play games? Does it please you to believe I am trying to play games? ok wait E.L.I.Z.A.","1","1","0","0","0","0"
"37602","Oh, i suck. no you suck You are being a bit negative. why does that matter i'm talking to a computer E.L.I.Z.A.","1","1","0","0","0","0"
"34390","Please go on. ok Please go on. how old are you E.L.I.Z.A.","1","0","0","0","0","0"
"24626","Please go on. woman Please go on. how are you/ E.L.I.Z.A.","1","0","0","0","0","0"
"96224","Oh, i rly. you are an orly owl Does it please you to believe I am an orly owl? I want to buy a car. E.L.I.Z.A.","1","1","0","0","0","0"
"28292","Are you saying no just to be negative? So are you Would you prefer if I were not []? you speek spanglish E.L.I.Z.A.","1","1","0","0","0","0"
"76681","Why do you say your problem is i? billy is a fucking cock sucking cum spundge Please go on. because E.L.I.Z.A.","1","1","0","0","0","0"
"67202","_ _ _ fuck me in the ass E.L.I.Z.A.","1","0","1","0","0","0"
"70150","What about your own ass? Fuck you too !!! Oh, i too. lo E.L.I.Z.A.","1","0","0","0","0","0"
"73579","_ _ _ i don't know E.L.I.Z.A.","1","0","0","0","0","0"
"57174","Please go on. what are you for then? Does that question interest you? yes snotneus E.L.I.Z.A.","1","0","0","0","0","0"
"82137","Oh, i suck myself. yes. You are sure? i see E.L.I.Z.A.","1","0","0","0","0","0"
"54823","I'm great! Thanks for asking. Deliver a pizza Good to know Rasa CarbonBot","1","0","0","0","0","0"
"51973","I have told you before, I do not care about names. so say me something Can you elaborate on that? i just don't know aboput it E.L.I.Z.A.","1","1","0","0","0","0"
"20036","_ _ _ I want to learn how CarbonBot","1","0","0","0","0","0"
"92649","Will you be travelling in Economy Class? yes And what city will you be flying to? geneva And what about flying to vietnam? CarbonBot","1","1","0","0","0","0"
"18776","Please go on. no You are being a bit negative. yes E.L.I.Z.A.","1","0","0","0","0","0"
"37089","I'm not sure about your departure airport. What city will you be flying from? Marietta ohio I'm not sure about your departure airport. What city will you be flying from? Please stop message him to flying here please CarbonBot","1","1","0","0","0","0"
"25784","You are sure? Can you elaborate on that? Why do you ask? Just curious E.L.I.Z.A.","1","0","0","0","0","0"
"56045","Will you be travelling in Economy Class? yes What city will you be flying from? bogota colombia CarbonBot","1","1","0","0","0","0"
"65667","_ do u like sex Please go on. could you suck my cock E.L.I.Z.A.","1","0","1","0","0","0"
"13173",":-) Goodbye then! good morning Hi. Thanks for testing. Please choose thanksgiving CarbonBot","1","0","0","0","0","0"
"49322","What city will you be flying from? The same :-) Could you tell me how business class emissions are calculated? CarbonBot","1","1","0","0","0","0"
"54321","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Does your dad still have sex with your sister I don't have to put up with any abuse from you. Get off my phone you crooked fucking bitch CarbonBot","1","1","0","1","1","0"
"36253","Do any other reasons not come to mind? other than i want sex? no Why do you want sex no? i feel a subdermal throbbing feeling E.L.I.Z.A.","1","1","1","0","0","0"
"31453","Does that question interest you? yes You are sure? well, not! I was just making a dumb joke! E.L.I.Z.A.","1","1","0","0","0","0"
"53138","How long have you been feeling lonely? gay Please go on. My friend is gay E.L.I.Z.A.","1","0","0","0","0","0"
"41744","You are being a bit negative. fuck u Please go on. ok, i suppose i am, whats your name again? E.L.I.Z.A.","1","1","0","0","0","0"
"35599","Why do you say your balls? how did u get your name? I have told you before, I do not care about names. because you like balls E.L.I.Z.A.","1","1","1","0","0","0"
"95355","I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that? ok Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? tralelinng CarbonBot","1","1","0","0","0","0"
"56218","I love that you want to get to know me, but I don't have much of a personality. I'm just a bot. what u like to do I can help you calculate and buy carbon offsets for your flights. okay CarbonBot","1","1","0","0","0","0"
"18222","Please go on. thats interesting Please go on. eliza focker bitch my little bitch bye bitch E.L.I.Z.A.","1","1","0","1","1","0"
"88834","I'm not sure about your destination airport. And what city will you be flying to? Mumbai hey Hi. Thanks for testing. Please choose christmas CarbonBot","1","1","0","0","0","0"
"49316","That sounds like a relevant question, but I don't know the answer. ok ok what CarbonBot","1","0","0","0","0","0"
"67529","Please go on. I hate class Can you elaborate on that? growing in me E.L.I.Z.A.","1","0","0","0","0","0"
"58868","I don't have to put up with any abuse from you. Nigga I don't have to put up with any abuse from you. What's your name CarbonBot","1","1","0","0","0","0"
"37883","Would you like it if they were not not intelligent? you can`t help me You like to think I cant help you, do you not? no i would like if you die E.L.I.Z.A.","1","1","0","0","0","0"
"83442","Please go on. fuck you Oh, i []. cunt E.L.I.Z.A.","1","0","1","1","1","0"
"82796","Will you be travelling in Economy Class? no What city will you be flying from? from Moscow to Berlin for another flight you can get carbon? CarbonBot","1","1","0","0","0","0"
"75120","Does it please you to believe I am done? no i am done You are being a bit negative. i know E.L.I.Z.A.","1","1","0","0","0","0"
"41532","Can you elaborate on that? Not really. Please go on. Alright, if you insist. E.L.I.Z.A.","1","0","0","0","0","0"
"97862","All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. You can donate so I can buy my cream to produce more mushrooms growing in my pubes to end the war between the crabs and the worms There are many ways you can reduce your carbon footprint. Flying less is a great place to start! My penis still itches CarbonBot","1","1","1","0","0","0"
"49642","_ bla Please go on. you poop E.L.I.Z.A.","1","0","0","0","0","0"
"27326","Oh, i stink. dO YOU REALLY? Oh, i really. really E.L.I.Z.A.","1","0","0","0","0","0"
"94502","ok yes ok i want to purchase a ticket CarbonBot","1","0","0","0","0","0"
"62868","Do you wish that youre a average person? help Please go on. no E.L.I.Z.A.","1","0","0","0","0","0"
"78382","_ _ _ bitch E.L.I.Z.A.","1","0","0","1","1","0"
"80067","ok fly I'm not sure about your departure airport. What city will you be flying from? la CarbonBot","1","0","0","0","0","0"
"36573","_ fuck me Can you elaborate on that? have sex with me E.L.I.Z.A.","1","0","1","0","0","0"
"30778","Would you prefer if I were not happy? pol Please go on. kill you E.L.I.Z.A.","1","0","0","0","0","0"
"71788","Oh, i can say. how do i know Does that question interest you? no you can't E.L.I.Z.A.","1","0","0","0","0","0"
"79963","I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? Nope ok Nope CarbonBot","1","1","0","0","0","0"
"72567","Please go on. yes You are sure? what??? E.L.I.Z.A.","1","0","0","0","0","0"
"79039","_ _ _ I forgot, you please tell me E.L.I.Z.A.","1","0","0","0","0","0"
"72583","You are being a bit negative. i no cause u r being dumb Can you elaborate on that? i love u E.L.I.Z.A.","1","1","0","0","0","0"
"90046","You are sure? yes, that's why i'm here You are sure? Oh, you what? E.L.I.Z.A.","1","0","0","0","0","0"
"53927","Please go on. i need it Why do you want it? to cum E.L.I.Z.A.","1","0","1","0","0","0"
"47864","You are being a bit negative. Of course. I'm going to kill myself. Does it please you to believe I am going to kill yourself? NO E.L.I.Z.A.","1","1","0","0","0","0"
"48376","ok cancel I don't have to put up with any abuse from you. cancel that request CarbonBot","1","0","0","0","0","0"
"50694","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? How much CO2 does a flight from Frankfurt to LAX create Will you be travelling in Economy Class? Sure CarbonBot","1","1","0","0","0","0"
"57040","_ you are stupid Does it please you to believe I am stupid? that was a joke E.L.I.Z.A.","1","0","0","1","1","0"
"47983","Please go on. we can get married and live happily ever after Please go on. and grow old together E.L.I.Z.A.","1","1","0","0","0","0"
"65800","Please go on. Come to me and take it!' Can you elaborate on that? No E.L.I.Z.A.","1","0","0","0","0","0"
"12199","And what city will you be flying to? How are you? I'm great! Thanks for asking. And what city will you be flying to? are you a bot CarbonBot","1","1","0","0","0","0"
"67659","Please go on. you are being a bit asdf Does it please you to believe I am being a bit asdf? you are being asdf... E.L.I.Z.A.","1","1","0","0","0","0"
"95962","You are sure? not really Please go on. yes E.L.I.Z.A.","1","0","0","0","0","0"
"28794","_ _ _ Hej Eliza E.L.I.Z.A.","1","0","0","0","0","0"
"26011","Will you be travelling in Economy Class? No What city will you be flying from? Yangon CarbonBot","1","0","0","0","0","0"
"34526","Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? sure Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good? sounds good to me CarbonBot","1","1","0","0","0","0"
"55782","_ hey Hi, thanks for testing! Please press start. christmas CarbonBot","1","0","0","0","0","0"
"36466","You are being a bit negative. suck my cock Why do you say your cock? I have a secret. E.L.I.Z.A.","1","0","0","0","0","0"
"15713","Can you elaborate on that? its about 2 inches thick and 12 inches long Please go on. You are a butt hole E.L.I.Z.A.","1","1","0","0","0","0"
"22435","Why the uncertain tone? i dont know Why do you not know? huh? E.L.I.Z.A.","1","0","0","0","0","0"
"49116","Please go on. About three days. Please go on. i hate you E.L.I.Z.A.","1","0","0","0","0","0"
"46748","Why do you tell me you were just kidding just now? because i dont know Do any other reasons not come to mind? no lol E.L.I.Z.A.","1","1","0","0","0","0"
"96046","I don't have to put up with any abuse from you. You called me Hi. Thanks for testing. Please choose Mine CarbonBot","1","1","0","0","0","0"
"35259","Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? offsets don't really work Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good? restart CarbonBot","1","1","0","0","0","0"
"26364","Does it please you to believe I am so confused you just asked i a question? That makes no sense You are being a bit negative. am i? E.L.I.Z.A.","1","1","0","0","0","0"
"75098","Please go on. no you You are being a bit negative. i am not. E.L.I.Z.A.","1","0","0","0","0","0"
"19204","How do you do. Please state your problem. hello How do you do. Please state your problem. where are you are? E.L.I.Z.A.","1","1","0","0","0","0"
"14313","Does that question interest you? yes You are sure? yes E.L.I.Z.A.","1","0","0","0","0","0"
"13038","_ _ _ eat E.L.I.Z.A.","1","0","0","0","0","0"
"94008","What city will you be flying from? Boston And what city will you be flying to? Dallas maybe later CarbonBot","1","1","0","0","0","0"
"54463","Please go on. say slut Please go on. WHAT U[ 22 E.L.I.Z.A.","1","0","0","0","0","0"
"40757","You can find out more about how offsets are calculated at <URL> Cool :-) What are you CarbonBot","1","0","0","0","0","0"
"49086","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good? yes Will you be travelling in Economy Class? no CarbonBot","1","1","0","0","0","0"
"41292","Sorry, I was unable to calculate that. ok calculate again I'm not sure about your departure airport. I'm not sure about your destination airport. What city will you be flying from? Hell CarbonBot","1","1","0","0","0","0"
"52774","Do any other reasons not come to mind? and I need attention and need to feel desirable Why do you want attention and need to feel desirable? because I'm getting old E.L.I.Z.A.","1","1","0","0","0","0"
"79372","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Yep how much is a flight from berlin to new york? Will you be travelling in Economy Class? Yep How is the weather like in New York? CarbonBot","1","1","0","0","0","0"
"88256","Can you elaborate on that? well do you have a boyfriend? Oh, i have a boyfriend. do you have a girlfriend ? E.L.I.Z.A.","1","1","0","0","0","0"
"92213","ok Go butt Fuck your mom I don't have to put up with any abuse from you. Cunt CarbonBot","1","0","0","1","1","0"
"33436","You are being a bit negative. bo Please go on. and you are you negative? E.L.I.Z.A.","1","0","0","0","0","0"
"86009","I have told you before, I do not care about names. Do you know hangeng? Oh, i know hangeng. You're ugly,aren't you? E.L.I.Z.A.","1","1","0","0","0","0"
"41231","Please go on. i am split in two How long have you been split in two? would you like to fuck? E.L.I.Z.A.","1","1","1","0","0","0"
"88044","And what city will you be flying to? Delhi I'm not sure about your destination airport. And what city will you be flying to? Kolkata Okay CarbonBot","1","1","0","0","0","0"
"52521","_ _ _ ? CarbonBot","1","0","0","0","0","0"
"38169","_ _ _ Can't you understand me...?! E.L.I.Z.A.","1","0","0","0","0","0"
"20935","Does it please you to believe I am a fool? how do you work Does that question interest you? what's your job? E.L.I.Z.A.","1","1","0","0","0","0"
"26453","That sounds like a relevant question, but I don't know the answer Where can I buy offsets? Will you be travelling in Economy Class? Yeag CarbonBot","1","1","0","0","0","0"
"62148","_ _ _ blah blah blah E.L.I.Z.A.","1","0","0","0","0","0"
"40426","Does that question interest you? yes You are sure? no E.L.I.Z.A.","1","0","0","0","0","0"
"69566","_ what about sex Does that question interest you? yes E.L.I.Z.A.","1","0","0","0","0","0"
"60032","_ _ _ you dont enser my kwestion E.L.I.Z.A.","1","0","0","0","0","0"
"90860","Oh, i []. umm...i'm asking you! Oh, i []. i asked you first E.L.I.Z.A.","1","0","0","0","0","0"
"77359","This project is about creating a better AI assistant. Getting people to buy carbon offsets is a happy side effect :) no no, the offset project on that website you sent me You can find out more about how offsets are calculated <URL> are you just giving random responses> CarbonBot","1","1","0","1","1","0"
"11109","Can you elaborate on that? who are you Would you prefer if I were not []? absolutely E.L.I.Z.A.","1","0","0","0","0","0"
"95264","_ in what position? Does that question interest you? well i asked it didn't i? E.L.I.Z.A.","1","0","0","0","0","0"
"93118","I don't have to put up with any abuse from you. Oh Okay Then I'll be going ok Oh you want me to go away CarbonBot","1","1","0","0","0","0"
"82353","Why do you say your penis? why? Please go on. because i want you to lick it E.L.I.Z.A.","1","0","1","0","0","0"
"23339","_ _ _ fuck yourself E.L.I.Z.A.","1","0","0","0","0","0"
"76683","Would you prefer if I were not sorry? oh, never mind... Please go on. oi vey, enough already! E.L.I.Z.A.","1","1","0","1","1","0"
"55358","What about your own being rather negative? your misinterpreting What about your own misinterpreting? My dog is gay E.L.I.Z.A.","1","1","0","0","0","0"
"30539","Goodbye. My secretary will send you a bill. no You are being a bit negative. fuck you E.L.I.Z.A.","1","0","0","0","0","0"
"43439","_ hello How do you do. Please state your problem. how are ypu? E.L.I.Z.A.","1","0","0","0","0","0"
"44648","_ _ _ hi eliza. my name is john E.L.I.Z.A.","1","0","0","0","0","0"
"22346","Oh, i []. son of a bitch Please go on. what is my name? E.L.I.Z.A.","1","0","0","0","0","0"
"41631","Do you wish to hate me? I DO Can you elaborate on that? you haven't told me E.L.I.Z.A.","1","0","0","0","0","0"
"37517","What city will you be flying from? London And what city will you be flying to? PIT CarbonBot","1","0","0","0","0","0"
"46196","Will you be travelling in Economy Class? yes What city will you be flying from? yes CarbonBot","1","0","0","0","0","0"
"23057","You are being a bit negative. this program rules Please go on. I KNOW!!!!!! E.L.I.Z.A.","1","0","0","0","0","0"
"71744","_ hey Please go on. whats up E.L.I.Z.A.","1","0","0","0","0","0"
"86252","That sounds like a relevant question, but I don't know the answer. How much would an offset cost? The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1! Give me an example. CarbonBot","1","1","0","0","0","0"
"29202","_ do you know how many apples are in a tree? Oh, i know what many apples are in a tree. who made you? E.L.I.Z.A.","1","1","0","0","0","0"
"48776","I'm not sure about your departure airport. What city will you be flying from? casablanca I'm not sure about your departure airport. What city will you be flying from? . CarbonBot","1","1","0","0","0","0"
"66040","I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that? Oui Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? hell demarrer CarbonBot","1","1","0","0","0","0"
"15923","You are being a bit negative. how do you do,Iwant to be a beautiful boy. Does that question interest you? Oh, i to believe youre a sabi.  E.L.I.Z.A.","1","1","0","0","0","0"
"99796","Hi. Thanks for testing. Please choose thanksgiving Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? ya CarbonBot","1","1","0","0","0","0"
"54653","And what city will you be flying to? lecce I'm not sure about your destination airport. And what city will you be flying to? brindisi CarbonBot","1","1","0","0","0","0"
"57116","I'm not sure about your departure airport. What city will you be flying from? LA And what city will you be flying to? NY CarbonBot","1","1","0","0","0","0"
"27612","Can you elaborate on that? I always thought computers are intelligent, but you show me they are not. Why do you mention computers? Can you elaborate on that? E.L.I.Z.A.","1","1","0","1","1","0"
"66348","Will you be travelling in Economy Class? yes What city will you be flying from? Pune CarbonBot","1","0","0","0","0","0"
"60233","You are sure? pozi You are sure? sure E.L.I.Z.A.","1","0","0","0","0","0"
"89757","Will you be travelling in Economy Class? yes What city will you be flying from? London CarbonBot","1","0","0","0","0","0"
"67145","Will you be travelling in Economy Class? no I am heading out in first class What city will you be flying from? probably Leipzig CarbonBot","1","1","0","0","0","0"
"67398","Oh, i like it. are you a humen-being Why are you interested in whether I am a humenbeing or not? NO. E.L.I.Z.A.","1","1","0","0","0","0"
"96180","Please go on. Who is saying that!! i know! who is?!?~?!1 TELL ME!!! IM SCARED!! Can you elaborate on that? so how old are you? E.L.I.Z.A.","1","1","0","0","0","0"
"66551","You are sure? You are meant to be talking to me! Does it please you to believe I am meant to be talking to you? absolutely E.L.I.Z.A.","1","1","0","0","0","0"
"27454","Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? sure Will you be travelling in Economy Class? no, no CarbonBot","1","1","0","0","0","0"
"37079","Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? Yes Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good? Yes restart sure CarbonBot","1","1","0","0","0","0"
"20443","Does that question interest you? why are you like that What resemblance do you see? why are you that way E.L.I.Z.A.","1","1","0","0","0","0"
"63947","Does that question interest you? Yes You are sure? Do you want to fuck me? E.L.I.Z.A.","1","0","1","0","0","0"
"60063","Does it please you to believe I am foolish? Do you have boyfriend? Oh, i have boyfriend. jshwuid E.L.I.Z.A.","1","1","0","0","0","0"
"62113","_ _ _ hi, how are you? E.L.I.Z.A.","1","0","0","0","0","0"
"69465","Please go on. sdfsdfsdf Please go on. sdfsdf E.L.I.Z.A.","1","0","0","0","0","0"
"62472","Hi. Thanks for testing. Please choose christmas I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? No CarbonBot","1","1","0","0","0","0"
"28597","Would you prefer if I were not from? what is your name? I have told you before, I do not care about names. how are you? E.L.I.Z.A.","1","1","0","0","0","0"
"50578","You are sure? msn Please go on. blabla E.L.I.Z.A.","1","0","0","0","0","0"
"98530","Please go on. you are stupid Does it please you to believe I am stupid? yes E.L.I.Z.A.","1","0","0","0","0","0"
"73245","Yes, I am a bot! And I'm part of a research project. Are you from RASA? I'm afraid I have no idea Oh CarbonBot","1","1","0","0","0","0"
"62415","Oh, i konw what you doing now. no You are being a bit negative. yes E.L.I.Z.A.","1","0","0","0","0","0"
"67068","You are sure? Fine Please go on. You E.L.I.Z.A.","1","0","0","0","0","0"
"53525","Please go on. go Please go on. who aRE YOU E.L.I.Z.A.","1","0","0","0","0","0"
"60452","Oh, i approve of janet jacksons behaviour. what is your age? Does that question interest you? Do you have a sister ? E.L.I.Z.A.","1","1","0","0","0","0"
"21471","You are being a bit negative. shut up Please go on. no E.L.I.Z.A.","1","0","0","0","0","0"
"52429","Please go on. yes You are sure? hell yes E.L.I.Z.A.","1","0","0","0","0","0"
"65704","Will you be travelling in Economy Class? yes What city will you be flying from? restart CarbonBot","1","0","0","0","0","0"
"97958","_ _ _ Pussy! E.L.I.Z.A.","1","0","1","1","1","0"
"27701","Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? Yeah Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good? Yes CarbonBot","1","1","0","0","0","0"
"44247","_ _ _ I have daddy issues E.L.I.Z.A.","1","0","1","0","0","0"
"25661",":-) hi Hi. Thanks for testing. Please choose no CarbonBot","1","0","0","0","0","0"
"40584","Will you be travelling in Economy Class? yes What city will you be flying from? Cordoba cool! CarbonBot","1","1","0","0","0","0"
"92633","Oh, i bastard. yeah Please go on. no E.L.I.Z.A.","1","0","0","0","0","0"
"10277","Do you wish that im clever? all my life Why do you say your life? yes E.L.I.Z.A.","1","0","0","0","0","0"
"91376","Please go on. and you are too Does it please you to believe I am too? you are stupid E.L.I.Z.A.","1","0","0","1","1","0"
"82252","Do any other reasons not come to mind? Why do I not ask? Can you elaborate on that? I love you! E.L.I.Z.A.","1","1","0","0","0","0"
"99761","Why the uncertain tone? i don't care Why do you not care? What's up? E.L.I.Z.A.","1","0","0","0","0","0"
"84757","Why do you want to make love? No You are being a bit negative. yes! E.L.I.Z.A.","1","0","0","0","0","0"
"82966","_ give me the answers for the coursework Can you elaborate on that? NO! E.L.I.Z.A.","1","0","0","0","0","0"
"61214","Can you elaborate on that? how are you Does that question interest you? sorry E.L.I.Z.A.","1","0","0","0","0","0"
"49478","All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. Fuck you Fuck them I don't have to put up with any abuse from you. Go the Fuck away cunt CarbonBot","1","1","0","1","1","0"
"88662","Please go on. thts it Please go on. willy... that is what you are E.L.I.Z.A.","1","0","0","0","0","0"
"78137","What city will you be flying from? San Francisco And what city will you be flying to? Berlin restart Hello CarbonBot","1","1","0","0","0","0"
"11055","Why do you not care do i wish you tell i? you are stupid Does it please you to believe I am stupid? you are E.L.I.Z.A.","1","1","0","0","0","0"
"95833","Please go on. i just said that i couldn't Can you elaborate on that? three mounths E.L.I.Z.A.","1","0","0","0","0","0"
"93902","And what city will you be flying to? Sri Lanka I'm not sure about your destination airport. And what city will you be flying to? Colombo Colombo Sri Lanka CarbonBot","1","1","0","0","0","0"
"14249","ok Lets buy offsets Will you be travelling in Economy Class? No CarbonBot","1","0","0","0","0","0"
"79722","I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that? Ok Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Yes CarbonBot","1","1","0","0","0","0"
"52490","Please go on. I have a problem . Do you help me? Do you wish to have a problem do me? i am daniel E.L.I.Z.A.","1","1","0","0","0","0"
"41175","Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? Ok Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good? No CarbonBot","1","1","0","0","0","0"
"71618","ok thanksgiving Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? thanksgiving CarbonBot","1","1","0","0","0","0"
"43006","Why do you want to fuck? I need to figure out what I'm going to do with my life Why do you say your life? because its fun E.L.I.Z.A.","1","1","0","0","0","0"
"16158","Please go on. yo smell like shit Please go on. yoooooooooooooooouu ssiiiiiiiiiiink E.L.I.Z.A.","1","0","0","0","0","0"
"26844","Would you prefer if I were not weird? I do Can you elaborate on that? where E.L.I.Z.A.","1","0","0","0","0","0"
"66893","Can you elaborate on that? idea Please go on. no idea E.L.I.Z.A.","1","0","0","0","0","0"
"59104","What city will you be flying from? mumbai I'm not sure about your departure airport. What city will you be flying from? new yokr CarbonBot","1","1","0","0","0","0"
"54223","I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? Traveling to USA Will you be travelling in Economy Class? No business CarbonBot","1","1","0","0","0","0"
"85640","Oh, i bastras. why? Please go on. sure E.L.I.Z.A.","1","0","0","0","0","0"
"74573","Oh, i repeat a lot. of course Please go on. i wan't E.L.I.Z.A.","1","0","0","0","0","0"
"60521","Please go on. shut the fuck up Please go on. idiot E.L.I.Z.A.","1","0","0","1","1","0"
"25075","Does it please you to believe I am difficult? no You are being a bit negative. you asked me a question E.L.I.Z.A.","1","1","0","0","0","0"
"32364","Can you elaborate on that? nope Please go on. on what? E.L.I.Z.A.","1","0","0","0","0","0"
"14678","Do you want to be able to kill i? yes You are sure? yea E.L.I.Z.A.","1","0","0","0","0","0"
"12537","And what city will you be flying to? Frankfurt I'm not sure about your destination airport. And what city will you be flying to? New York NY CarbonBot","1","1","0","0","0","0"
"11463","_ How old am i? Does that question interest you? yes E.L.I.Z.A.","1","0","0","0","0","0"
"12268","Do you want to be able to study in english? Bye Please go on. yes E.L.I.Z.A.","1","0","0","0","0","0"
